"participant_id","tone","style","message_rating","age","sex","gender_id","sexual_orientation","race_ethn","education","income","marital_status","no_in_household","minoritized","income_adj"
1,"legitimizing","formal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","informal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","informal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","informal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","informal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","informal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","informal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","informal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",5,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","informal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",2,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","informal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","informal",5,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","informal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","informal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","informal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",2,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","formal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"legitimizing","informal",3,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","formal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","informal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
1,"acknowledging","informal",4,22,"female","woman","bisexual","asian","phd",40000,"single",3,"yes",13333
2,"legitimizing","informal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"legitimizing","informal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"acknowledging","informal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"legitimizing","informal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"legitimizing","informal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"legitimizing","informal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"legitimizing","informal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"legitimizing","informal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"acknowledging","informal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"acknowledging","informal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"acknowledging","informal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"acknowledging","informal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",5,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"legitimizing","informal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",5,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"acknowledging","informal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"acknowledging","informal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",5,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",5,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"value_affirmation","formal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"acknowledging","informal",4,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
2,"caring_supportive","formal",3,61,"female","woman","gay/lesbian","white","master",80000,"single",3,"yes",26666
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",6,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",6,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",6,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"norms","formal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"self_efficacy","formal",3,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"self_efficacy","formal",2,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"self_efficacy","formal",3,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",6,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",6,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"norms","formal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"norms","formal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"norms","formal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"self_efficacy","formal",3,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"self_efficacy","formal",3,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"self_efficacy","formal",3,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"norms","formal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"self_efficacy","formal",3,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",6,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"self_efficacy","formal",3,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",6,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"norms","formal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"value_affirmation","informal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",3,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"caring_supportive","informal",4,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"norms","formal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
3,"norms","formal",5,59,"male","man","gay/lesbian","asian","master",60000,"single",4,"no",15000
4,"norms","informal",6,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",4,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",5,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","formal",3,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","formal",5,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","formal",3,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","formal",5,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","formal",3,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",4,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","formal",4,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","formal",3,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",5,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",5,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",4,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","formal",5,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",4,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","formal",5,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","formal",3,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",6,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",6,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",6,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","formal",3,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","formal",3,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","formal",3,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",5,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",4,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",4,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",5,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","formal",5,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",5,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",6,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","formal",5,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","formal",5,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",6,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",7,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",6,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",6,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
